Season,Facility ID,Latitude,Longitude,Street1,Street2,City,State,Postal Code,Country,Facility Name,URL,Phone,Contact,Begin Date,End Date,Begin Time,End Time,Begin DateTime,End DateTime,Recurrence Days,Hours,Eligibility,Cost,Notes,Record ID,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
2019-2020,118,41.9534,-87.6888,3944 NORTH WESTERN AVENUE,,Chicago,IL,60618,United States of America,CVS/pharmacy,http://www.cvs.com,773-279-7600,,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2019-2020_118,"(41.9534, -87.6888)",39,46,21538,110,18
2017-2018,291,41.8443,-87.70772,3303 W 26TH ST,,CHICAGO,IL,60623,United States of America,Walgreens,http://www.Walgreens.com,773-521-1718,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-7:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2017-2018_291,"(41.8443, -87.70772)",57,32,21569,146,1
2015-2016,28,41.984633,-87.791646,6530 W. Bryn Mawr Ave.,,Chicago,IL,60631,United States of America,41st Ward-Taft High School,,773-534-1023,,10/17/2015,10/17/2015,9:00:00,14:00:00,10/17/2015 09:00:00 AM,10/17/2015 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_28,"(41.984633, -87.791646)",17,36,22243,733,29
2018-2019,94,41.75036,-87.6819,7855 SOUTH WESTERN AVENUE,,Chicago,IL,60652,United States of America,CVS/pharmacy,http://www.cvs.com,773-436-6000,,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2018-2019_94,"(41.75036, -87.6819)",59,69,21554,498,30
2015-2016,47,41.9654,-87.6590379,1145 W. Wilson Ave.,,Chicago,IL,60640,United States of America,Truman College-Family Flu Day,,773-481-8612,Lucia Cervantes,10/31/2015,10/31/2015,9:00:00,14:00:00,10/31/2015 09:00:00 AM,10/31/2015 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_47,"(41.9654, -87.6590379)",15,31,22616,241,39
2016-2017,267,41.7478,-87.66301,8025 SOUTH ASHLAND AVENUE,,CHICAGO,IL,60620,United States of America,CVS/pharmacy,http://www.cvs.com,773-783-8943,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_267,"(41.7478, -87.66301)",59,70,21554,558,13
2018-2019,5,41.80624,-87.71741,4808 S. Archer Ave.,,Chicago,IL,60632,United States of America,14th Ward-Polish Highlanders,,,,10/10/2018,10/10/2018,9:00:00,14:00:00,10/10/2018 09:00:00 AM,10/10/2018 02:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2018-2019_5,"(41.80624, -87.71741)",56,54,22248,698,8
2017-2018,71,41.96537,-87.65176,845 W WILSON AVE,2nd Level,Chicago,IL,60640,United States of America,Uptown WIC,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html,312-742-3227,,09/01/2017,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mondays, Wednesdays & Fridays: 8:30 AM-3:30 PM, Tuesdays & Thursdays: 9:30 AM to 4:30 PM.",,"No cost to individual. If insured, insurance will be billed. Earn 200 Park Points here! Obtenga 200 Puntos Para Los Parques de Chicago!",,2017-2018_71,"(41.96537, -87.65176)",15,31,22616,20,39
2014-2015,130,41.95471477,-87.74762481,4040 N CICERO AVE,,CHICAGO,IL,60641,United States of America,Walgreens,http://www.Walgreens.com,773-283-5321,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,,,2014-2015_130,"(41.95471477, -87.74762481)",21,15,22618,259,50
2017-2018,30,41.8952,-87.74894,4926 W. Chicago Ave.,,Chicago,IL,60651,United States of America,37th Ward Office,,,,10/06/2017,10/06/2017,9:00:00,13:00:00,10/06/2017 09:00:00 AM,10/06/2017 01:00:00 PM,Friday,,,"No cost to individual. If insured, insurance will be billed. Earn 200 Park Points here! Obtenga 200 Puntos Para Los Parques de Chicago!",,2017-2018_30,"(41.8952, -87.74894)",5,26,4299,585,45
2015-2016,287,41.87979,-87.62729,137 SOUTH STATE STREET,,CHICAGO,IL,60603,United States of America,CVS/pharmacy,http://www.cvs.com,312-609-1215,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 7:00 AM-7:00 PM, Tue: 7:00 AM-7:00 PM, Wed: 7:00 AM-7:00 PM, Thu: 7:00 AM-7:00 PM, Fri: 7:00 AM-7:00 PM, Sat: Closed, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_287,"(41.87979, -87.62729)",34,38,14311,367,36
2016-2017,146,41.764199,-87.682699,7111 S WESTERN AVE,,CHICAGO,IL,60636,United States of America,Walgreens,http://www.Walgreens.com,773-863-8009,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2016-2017_146,"(41.764199, -87.682699)",23,64,22257,333,30
2017-2018,249,41.99022,-87.70659,3019 W PETERSON AVE,,CHICAGO,IL,60659,United States of America,Walgreens,http://www.Walgreens.com,773-728-6254,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,Call for details.,,2017-2018_249,"(41.99022, -87.70659)",50,20,4450,65,24
2017-2018,25,41.92947,-87.67459,2657 N. Clybourn Ave.,,Chicago,IL,60614,United States of America,32nd Ward Office,,,,10/13/2017,10/13/2017,11:00:00,15:00:00,10/13/2017 11:00:00 AM,10/13/2017 03:00:00 PM,Friday,,,"No cost to individual. If insured, insurance will be billed. Earn 200 Park Points here! Obtenga 200 Puntos Para Los Parques de Chicago!",,2017-2018_25,"(41.92947, -87.67459)",16,68,21190,743,40
2018-2019,73,41.95826,-87.787,4300 N. Narragansett Ave.,,Chicago,IL,60634,United States of America,Wright College-Family Flu Day,,,,10/13/2018,10/13/2018,9:00:00,14:00:00,10/13/2018 09:00:00 AM,10/13/2018 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2018-2019_73,"(41.95826, -87.787)",52,17,22254,442,19
2017-2018,144,41.8806,-87.62576,105 SOUTH WABASH AVENUE,,Chicago,IL,60603,United States of America,CVS/pharmacy,http://www.cvs.com,312-244-1521,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 6:30 AM-7:00 PM, Tue: 6:30 AM-7:00 PM, Wed: 6:30 AM-7:00 PM, Thu: 6:30 AM-7:00 PM, Fri: 6:30 AM-7:00 PM, Sat: Closed, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2017-2018_144,"(41.8806, -87.62576)",34,38,14311,367,36
2016-2017,182,41.883181,-87.6245372,30 N MICHIGAN AVE,,CHICAGO,IL,60602,United States of America,Walgreens,http://www.Walgreens.com,312-332-3540,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-8:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2016-2017_182,"(41.883181, -87.6245372)",41,38,14309,580,36
2019-2020,296,41.9399,-87.6626,1333 W BELMONT AVE,,Chicago,IL,60657,United States of America,Walgreens,http://www.Walgreens.com,773-549-9485,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2019-2020_296,"(41.9399, -87.6626)",22,57,4449,741,25
2015-2016,251,41.78707,-87.66549,1620 WEST 59TH STREET,,CHICAGO,IL,60621,United States of America,CVS/pharmacy,http://www.cvs.com,773-471-3082,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_251,"(41.78707, -87.66549)",23,65,22257,385,2
2015-2016,304,41.7578057,-87.5862683,7530 S. Stoney Island,,Chicago,IL,60649,United States of America,Jewel-Osco 3030,http://www.jeweloscopharmacies.com,773-288-7002,,08/12/2014,03/01/2016,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_304,"(41.7578057, -87.5862683)",61,39,22538,188,35
2018-2019,62,41.88392,-87.63196,121 N. LaSalle St.,,Chicago,IL,60602,United States of America,City Hall-11th Floor Lobby,,,,12/06/2018,12/06/2018,9:00:00,15:00:00,12/06/2018 09:00:00 AM,12/06/2018 03:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2018-2019_62,"(41.88392, -87.63196)",41,38,14310,92,36
2016-2017,225,41.83771,-87.64539,741 WEST 31ST STREET,,CHICAGO,IL,60608,United States of America,CVS/pharmacy,http://www.cvs.com,312-567-9044,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_225,"(41.83771, -87.64539)",40,58,21194,149,48
2016-2017,154,41.7646314,-87.7219779,7045 S PULASKI RD,,CHICAGO,IL,60629,United States of America,Walgreens,http://www.Walgreens.com,773-735-337,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 10:00 AM-6:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2016-2017_154,"(41.7646314, -87.7219779)",58,63,21867,317,15
2015-2016,224,41.97627,-87.78857,6417 WEST HIGGINS AVENUE,,CHICAGO,IL,60656,United States of America,CVS/pharmacy,http://www.cvs.com,773-631-5906,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Open 24 Hours,,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_224,"(41.97627, -87.78857)",31,36,4448,699,50
2019-2020,17,41.8667,-87.7303,1158 S. Keeler Ave.,,Chicago,IL,60624,United States of America,24th Ward Office,,,,10/23/2019,10/23/2019,10:00:00,13:00:00,10/23/2019 10:00:00 AM,10/23/2019 01:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_17,"(41.8667, -87.7303)",30,30,21572,98,14
2019-2020,249,41.7223,-87.5751,2011 E 95TH ST,,Chicago,IL,60617,United States of America,Walgreens,http://www.Walgreens.com,773-731-9663,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2019-2020_249,"(41.7223, -87.5751)",25,48,21202,252,37
2015-2016,1,41.9624607,-87.684347,4455 N. Lincoln Ave.,,Chicago,IL,60625,United States of America,47th Ward-Sulzer Library,,773-868-4747,Dara Salk,09/26/2015,09/26/2015,10:00:00,14:00:00,09/26/2015 10:00:00 AM,09/26/2015 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_1,"(41.9624607, -87.684347)",20,6,21849,667,18
2015-2016,152,41.728499,-87.551399,2924 E 92ND ST,,CHICAGO,IL,60617,United States of America,Walgreens,http://www.Walgreens.com,773-721-6603,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2015-2016_152,"(41.728499, -87.551399)",25,42,21202,510,47
2016-2017,130,41.866799,-87.639599,501 W ROOSEVELT RD,,CHICAGO,IL,60607,United States of America,Walgreens,http://www.Walgreens.com,312-492-8559,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,Call for details.,,2016-2017_130,"(41.866799, -87.639599)",44,29,14917,97,48
2014-2015,149,41.807599,-87.723299,3943 W 47TH ST,,CHICAGO,IL,60632,United States of America,Walgreens,http://www.Walgreens.com,,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,,,2014-2015_149,"(41.807599, -87.723299)",56,54,22248,563,8
2016-2017,283,41.88221,-87.63904,400 WEST MADISON STREET,,CHICAGO,IL,60606,United States of America,CVS/pharmacy,http://www.cvs.com,312-474-1051,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 7:00 AM-7:00 PM, Tue: 7:00 AM-7:00 PM, Wed: 7:00 AM-7:00 PM, Thu: 7:00 AM-7:00 PM, Fri: 7:00 AM-7:00 PM, Sat: Closed, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_283,"(41.88221, -87.63904)",46,29,14914,784,36
2017-2018,197,41.88064,-87.75553,5222 W MADISON ST,,CHICAGO,IL,60644,United States of America,Walgreens,http://www.Walgreens.com,773-287-380,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2017-2018_197,"(41.88064, -87.75553)",32,26,22216,674,23
2014-2015,94,42.01162566,-87.8182459,7652 W TOUHY AVE,,CHICAGO,IL,60631,United States of America,Walgreens,http://www.Walgreens.com,773-631-5903,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-7:30 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,,,2014-2015_94,"(42.01162566, -87.8182459)",17,77,22243,653,29
2015-2016,119,41.7960886,-87.761744,5874 S ARCHER AVE,,CHICAGO,IL,60638,United States of America,Walgreens,http://www.Walgreens.com,773-284-7419,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2015-2016_119,"(41.7960886, -87.761744)",7,53,22268,607,8
2019-2020,32,41.9493,-87.8069,3821 N. Harlem Ave.,,Chicago,IL,60634,United States of America,38th Ward Office,,,,10/10/2019,10/10/2019,10:00:00,14:00:00,10/10/2019 10:00:00 AM,10/10/2019 02:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_32,"(41.9493, -87.8069)",52,17,22254,444,19
2016-2017,222,41.8463,-87.61577,2545 MARTIN LUTHER KING,,CHICAGO,IL,60606,United States of America,CVS/pharmacy,http://www.cvs.com,312-842-5700,,10/01/2016,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-7:00 PM, Tue: 9:00 AM-7:00 PM, Wed: 9:00 AM-7:00 PM, Thu: 9:00 AM-7:00 PM, Fri: 9:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_222,"(41.8463, -87.61577)",40,34,21194,193,10
2015-2016,169,41.883056,-87.628635,15 W WASHINGTON ST,,CHICAGO,IL,60602,United States of America,Walgreens,http://www.Walgreens.com,312-332-216,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-8:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2015-2016_169,"(41.883056, -87.628635)",41,38,14310,92,36
2014-2015,275,41.7795,-87.64513,641 WEST 63RD STREET,,CHICAGO,IL,60652,United States of America,CVS/pharmacy,http://www.cvs.com,773-783-8724,,09/01/2014,03/31/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 8:00 AM-4:00 PM, Tue: 10:00 AM-6:00 PM, Wed: 8:00 AM-4:00 PM, Thu:10:00 AM-6:00 PM, Fri: 8:00 AM-4:00 PM, Sat: Closed, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_275,"(41.7795, -87.64513)",11,66,21559,436,4
2019-2020,46,41.9974,-87.7017,2845 W. Devon Ave.,,Chicago,IL,60659,United States of America,50th Ward - Croatian Cultural Center,,,,09/25/2019,09/25/2019,10:00:00,14:00:00,09/25/2019 10:00:00 AM,09/25/2019 02:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_46,"(41.9974, -87.7017)",50,20,4450,30,27
2018-2019,130,41.7795,-87.64513,641 WEST 63RD STREET,,Chicago,IL,60652,United States of America,CVS/pharmacy,http://www.cvs.com,773-783-8724,,09/01/2018,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 8:00 AM-4:00 PM, Tue: 10:00 AM-6:00 PM, Wed: 8:00 AM-4:00 PM, Thu:10:00 AM-6:00 PM, Fri: 8:00 AM-4:00 PM, Sat: Closed, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2018-2019_130,"(41.7795, -87.64513)",11,66,21559,436,4
2015-2016,291,41.8806,-87.62576,105 SOUTH WABASH AVENUE,,CHICAGO,IL,60603,United States of America,CVS/pharmacy,http://www.cvs.com,312-244-1521,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 6:30 AM-7:00 PM, Tue: 6:30 AM-7:00 PM, Wed: 6:30 AM-7:00 PM, Thu: 6:30 AM-7:00 PM, Fri: 6:30 AM-7:00 PM, Sat: Closed, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_291,"(41.8806, -87.62576)",34,38,14311,367,36
2017-2018,292,41.88077,-87.72094,3800 W MADISON ST STE 101,,CHICAGO,IL,60624,United States of America,Walgreens,http://www.Walgreens.com,773-826-1817,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-6:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2017-2018_292,"(41.88077, -87.72094)",30,27,21572,736,23
2018-2019,132,41.88297,-87.64164,101 NORTH CLINTON STREET,,Chicago,IL,60661,United States of America,CVS/pharmacy,http://www.cvs.com,312-234-9206,,09/01/2018,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 7:00 AM-8:00 PM, Tue: 7:00 AM-8:00 PM, Wed: 7:00 AM-8:00 PM, Thu: 7:00 AM-8:00 PM, Fri: 7:00 AM-8:00 PM, Sat: 10:00 AM-2:00 PM, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2018-2019_132,"(41.88297, -87.64164)",45,29,4452,784,36
2017-2018,245,41.73653,-87.66343,8636 S ASHLAND AVE,,CHICAGO,IL,60620,United States of America,Walgreens,http://www.Walgreens.com,773-238-1268,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2017-2018_245,"(41.73653, -87.66343)",59,70,21554,532,13
2017-2018,209,41.90896,-87.76512,1546 N CENTRAL AVE,,CHICAGO,IL,60651,United States of America,Walgreens,http://www.Walgreens.com,773-622-8185,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2017-2018_209,"(41.90896, -87.76512)",5,26,22615,599,45
2015-2016,149,41.706799,-87.620699,10300 S MICHIGAN AVE,,CHICAGO,IL,60628,United States of America,Walgreens,http://www.Walgreens.com,773-468-602,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2015-2016_149,"(41.706799, -87.620699)",19,45,21861,236,43
2019-2020,165,41.9388,-87.7686,5650 W BELMONT AVE,,Chicago,IL,60634,United States of America,Walgreens,http://www.Walgreens.com,773-777-4611,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2019-2020_165,"(41.9388, -87.7686)",52,15,22254,342,21
2014-2015,223,41.9555,-87.67925,4051 NORTH LINCOLN AVENUE,,CHICAGO,IL,60618,United States of America,CVS/pharmacy,http://www.cvs.com,773-871-2611,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_223,"(41.9555, -87.67925)",39,46,21538,623,18
2017-2018,218,41.85319,-87.63516,316 W CERMAK RD,,CHICAGO,IL,60616,United States of America,Walgreens,http://www.Walgreens.com,312-791-392,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2017-2018_218,"(41.85319, -87.63516)",40,35,21194,3,26
2019-2020,214,41.9607,-87.7078,4343 N KEDZIE AVE,,Chicago,IL,60618,United States of America,Walgreens,http://www.Walgreens.com,773-604-4419,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2019-2020_214,"(41.9607, -87.7078)",39,16,21538,214,20
2018-2019,111,41.93005,-87.76645,2722 NORTH CENTRAL AVENUE,,Chicago,IL,60639,United States of America,CVS/pharmacy,http://www.cvs.com,773-804-1692,,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2018-2019_111,"(41.93005, -87.76645)",2,19,22615,58,21
2016-2017,229,41.89606,-87.6541,771 NORTH OGDEN AVENUE,,CHICAGO,IL,60622,United States of America,CVS/pharmacy,http://www.cvs.com,312-243-5590,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_229,"(41.89606, -87.6541)",49,25,22620,522,46
